model_seed,reset_seed,time,action_distance,rectangle,current_class_min_y,endpoint_ball_min_y,all_maps_min_y,corner_distance,upper_rectangle,vertical_contains_anchor,anchor_down,correction_down,proposal_down,emitted_down,proposal_enters_descent,emitted_enters_descent,clipping_raises_y,clipping_blocks_entry,proposal_wrong_x,current_class_can_move_down,current_class_can_enter,endpoint_ball_can_enter,full_map_can_enter,fixed_vertical_matrix_enters,fixed_vertical_matrix_moves_down
0,51000101,1,1.1936215660454188,0,3.0,2.5757720470428467,2.5757720470428467,0.5309673129894761,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True
0,51000102,1,1.3766143743758197,0,3.0,2.5427935123443604,2.5427935123443604,0.6859028520023764,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True
0,51000105,1,1.222525902301073,0,3.0,2.548954486846924,2.548954486846924,0.5617171436766784,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True
0,51000106,1,1.5522334680579832,0,3.0,2.292597770690918,2.292597770690918,0.68594261674955,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
0,51000108,1,1.0747901896007563,0,3.0,2.677572727203369,2.677572727203369,0.5138396480427373,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True
0,51000109,1,1.239255192348764,0,3.0,2.530292510986328,2.530292510986328,0.6438307228695923,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
0,51000110,1,1.5627741759455747,0,3.0,2.452383041381836,2.452383041381836,0.8772411647723691,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
0,51000111,1,1.4423159133155368,0,3.0,2.4653565883636475,2.4653565883636475,0.6983488661832231,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
0,51000112,1,0.9812607790128968,0,3.0,2.647127628326416,2.647127628326416,0.3947136559341497,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True
0,51000112,5,1.0853688229315743,0,3.0,2.8983070850372314,2.8983070850372314,0.8871886730194092,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True
0,51000112,6,1.6011132329742712,0,3.0,2.999999761581421,2.999999761581421,1.1687888941591216,True,False,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True
0,51000113,1,1.3894744824437928,0,3.0,2.4738340377807617,2.4738340377807617,0.6748102889191673,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
0,51000114,1,1.5755055663764426,0,3.0,2.420579195022583,2.420579195022583,0.7873086610766732,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
0,51000116,1,1.3196537866984128,0,3.0,2.6247239112854004,2.6247239112854004,0.7823015798011947,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
0,51000117,1,1.3405600687690464,0,3.0,2.515799045562744,2.515799045562744,0.6384520565067604,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True
0,51000118,1,1.443310145379479,0,3.0,2.5013582706451416,2.5013582706451416,0.7358123871503881,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
0,51000119,1,1.3087505385383418,0,3.0,2.6257455348968506,2.6257455348968506,0.6971414034666384,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True
0,51000121,1,1.1416377465447511,0,3.0,2.525658130645752,2.525658130645752,0.471736901743344,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True
0,51000122,1,1.2852066661583508,0,3.0,2.506099224090576,2.506099224090576,0.6632739725237888,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
