source,stratum,epsilon,event,zero_denominators,physical_count,physical_median,physical_p90,physical_p95,physical_p99,physical_p99_9,physical_max,physical_above_1,physical_above_1.05,physical_above_1.25,physical_above_2,physical_above_5,visible_count,visible_median,visible_p90,visible_p95,visible_p99,visible_p99_9,visible_max,visible_above_1,visible_above_1.05,visible_above_1.25,visible_above_2,visible_above_5
natural,free,0.001,collision_unchanged,0,96,0.9999999999986362,1.0000000000056843,1.0000000000091387,1.0000000000154736,1.0000000000161826,1.0000000000162614,0.0,0.0,0.0,0.0,0.0,96,0.9999275207519522,1.0004043579101554,1.0004043579101554,1.000520033280175,1.0005763067505613,1.000582559358382,0.0,0.0,0.0,0.0,0.0
natural,wall_near,0.1,all,0,96,0.9853500132309974,1.0000000000000222,1.000000000000023,1.2249364178444833,1.2466452290035706,1.2490573191323575,0.03125,0.03125,0.0,0.0,0.0,96,0.9853495851349902,1.0000011604501602,1.0000014305114746,1.2249362448227408,1.246645052939157,1.2490571427298696,0.03125,0.03125,0.0,0.0,0.0
natural,wall_near,0.1,preserving,0,96,0.9853500132309974,1.0000000000000222,1.000000000000023,1.2249364178444833,1.2466452290035706,1.2490573191323575,0.03125,0.03125,0.0,0.0,0.0,96,0.9853495851349902,1.0000011604501602,1.0000014305114746,1.2249362448227408,1.246645052939157,1.2490571427298696,0.03125,0.03125,0.0,0.0,0.0
natural,wall_near,0.1,collision_changed,0,15,0.735135614155152,1.1682703998589052,1.2312840234465554,1.245502659995197,1.2487018532186416,1.2490573191323575,0.2,0.2,0.0,0.0,0.0,15,0.7351358074025017,1.1682699355030846,1.231283849535143,1.2455024840909243,1.248701676865975,1.2490571427298696,0.2,0.2,0.0,0.0,0.0
natural,wall_near,0.1,collision_unchanged,0,81,0.9999999999999778,1.0000000000000222,1.0000000000000222,1.000000000000023,1.000000000000023,1.000000000000023,0.0,0.0,0.0,0.0,0.0,81,0.9999990463256827,1.000000446905247,1.0000014305114737,1.0000019073486328,1.0000036239624026,1.0000038146972658,0.0,0.0,0.0,0.0,0.0
natural,wall_near,0.03,all,0,96,0.9897210627551125,1.0000000000000375,1.0000000000000486,1.0777324323797404,2.4069570260716175,2.55464864759291,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.0,96,0.9897192319234189,1.0000015015067483,1.0000029525798122,1.0777389598013762,2.4069555816457524,2.5546463174062115,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.0
natural,wall_near,0.03,preserving,0,96,0.9897210627551125,1.0000000000000375,1.0000000000000486,1.0777324323797404,2.4069570260716175,2.55464864759291,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.0,96,0.9897192319234189,1.0000015015067483,1.0000029525798122,1.0777389598013762,2.4069555816457524,2.5546463174062115,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.0
natural,wall_near,0.03,collision_changed,0,3,0.8164552310115039,2.207009964276629,2.3808293059347694,2.519884779261282,2.551172260759748,2.55464864759291,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3,0.8164518810018624,2.207007430125342,2.3808268737657765,2.5198824286781245,2.5511699285334033,2.5546463174062115,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
natural,wall_near,0.03,collision_unchanged,0,93,0.9927883660338913,1.000000000000037,1.0000000000000442,1.0000000000000981,1.000000000000104,1.0000000000001046,0.0,0.0,0.0,0.0,0.0,93,0.9927829106648756,1.0000013266052765,1.0000024245148653,1.0000040017839444,1.000006694428882,1.0000069936116527,0.0,0.0,0.0,0.0,0.0
natural,wall_near,0.01,all,0,96,0.9999999999994893,1.000000000000111,1.0000000000001832,1.000000000000333,1.0000000000003337,1.0000000000003337,0.0,0.0,0.0,0.0,0.0,96,0.9999915890024869,1.0000017245023183,1.0000090873366965,1.0000228881835929,1.0000228881835929,1.0000228881835929,0.0,0.0,0.0,0.0,0.0
natural,wall_near,0.01,preserving,0,96,0.9999999999994893,1.000000000000111,1.0000000000001832,1.000000000000333,1.0000000000003337,1.0000000000003337,0.0,0.0,0.0,0.0,0.0,96,0.9999915890024869,1.0000017245023183,1.0000090873366965,1.0000228881835929,1.0000228881835929,1.0000228881835929,0.0,0.0,0.0,0.0,0.0
natural,wall_near,0.01,collision_unchanged,0,96,0.9999999999994893,1.000000000000111,1.0000000000001832,1.000000000000333,1.0000000000003337,1.0000000000003337,0.0,0.0,0.0,0.0,0.0,96,0.9999915890024869,1.0000017245023183,1.0000090873366965,1.0000228881835929,1.0000228881835929,1.0000228881835929,0.0,0.0,0.0,0.0,0.0
natural,wall_near,0.003,all,0,96,0.9999999999991465,1.000000000000629,1.0000000000006661,1.0000000000009528,1.000000000003326,1.0000000000035898,0.0,0.0,0.0,0.0,0.0,96,0.999947388966896,1.0000069936116898,1.0000173729281188,1.0000840486214606,1.000086224686364,1.0000864664713534,0.0,0.0,0.0,0.0,0.0
natural,wall_near,0.003,preserving,0,96,0.9999999999991465,1.000000000000629,1.0000000000006661,1.0000000000009528,1.000000000003326,1.0000000000035898,0.0,0.0,0.0,0.0,0.0,96,0.999947388966896,1.0000069936116898,1.0000173729281188,1.0000840486214606,1.000086224686364,1.0000864664713534,0.0,0.0,0.0,0.0,0.0
