episode,policy,reach,strict_success,discounted_return,undiscounted_return,absorbed,lower_route,entered_1_2,reached_y_below_2,shortcut,stuck_other,first_departure_1_2,first_departure_2_3,hazard_landings,route_class,departure_time,first_departure_cell,time_to_goal,death_time
113,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",7,
114,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,7
115,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
116,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
117,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
118,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,lower,1,"(1,2)",7,
119,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,8
120,P_bc0.5,1.0,1.0,8.31733603844318,36.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,lower,2,"(2,3)",13,
121,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
122,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
123,P_bc0.5,1.0,1.0,5.272333020228028,29.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,lower,2,"(2,3)",22,
124,P_bc0.5,1.0,1.0,7.72692509766079,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,shortcut,2,"(2,3)",16,
125,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
126,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,3,"(2,3)",,5
127,P_bc0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",,
128,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,shortcut,2,"(2,3)",,13
129,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
130,P_bc0.5,1.0,1.0,11.066088688957908,41.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",10,
131,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
132,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
133,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
134,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
135,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,lower,1,"(1,2)",7,
136,P_bc0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,lower,2,"(2,3)",,22
137,P_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
138,P_bc0.5,1.0,1.0,0.7807449204658475,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,lower,2,"(2,3)",43,
139,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
140,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
141,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
142,P_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
143,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
144,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
145,P_bc0.5,1.0,1.0,9.268302247718463,38.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,lower,4,"(1,2)",13,
146,P_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,shortcut,2,"(2,3)",9,
147,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
148,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
149,P_bc0.5,1.0,1.0,0.9028314692026955,9.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",42,
150,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,5,"(2,3)",,8
151,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
152,P_bc0.5,1.0,1.0,1.7827681742178785,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,lower,3,"(2,3)",36,
153,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,5
154,P_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
155,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,3,"(2,3)",,4
156,P_bc0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",,
157,P_bc0.5,1.0,1.0,4.608237848966204,27.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,7,"(1,2)",24,
158,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,5
159,P_bc0.5,1.0,1.0,2.9798113143170455,21.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,lower,14,"(1,2)",30,
160,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,8,"(2,3)",,13
161,P_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
162,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
163,P_bc0.5,1.0,1.0,10.4358392792333,40.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",11,
164,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,6,"(2,3)",,11
165,P_bc0.5,1.0,1.0,11.066088688957908,41.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",10,
166,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
167,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
168,P_bc0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,lower,7,"(1,2)",,14
169,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,shortcut,2,"(2,3)",,10
170,P_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
171,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",7,
172,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",,6
173,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,6,"(2,3)",,9
174,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,shortcut,2,"(2,3)",,9
175,P_bc0.5,1.0,1.0,5.272333020228028,29.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",22,
176,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,4,"(2,3)",,5
177,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,6
178,P_bc0.5,1.0,1.0,12.42784641634072,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",8,
179,P_bc0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,lower,2,"(1,2)",,19
180,P_bc0.5,1.0,1.0,8.727942160055825,37.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",14,
181,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,4,"(2,3)",,7
182,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,6
183,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,5
184,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,5
185,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,5
186,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
187,P_bc0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,lower,14,"(1,2)",,22
188,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
189,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
190,P_bc0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,lower,2,"(2,3)",,12
191,P_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
192,P_bc0.5,1.0,0.0,0.6983372960937497,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,shortcut,2,"(2,3)",8,12
193,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
194,P_bc0.5,1.0,1.0,4.931771393939913,28.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,8,"(1,2)",23,
195,P_bc0.5,1.0,1.0,4.931771393939913,28.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,lower,2,"(2,3)",23,
196,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,8
197,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
198,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,4,"(2,3)",,5
199,P_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
0,O_bc0.5,1.0,1.0,9.268302247718463,38.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,lower,2,"(2,3)",13,
1,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
2,O_bc0.5,1.0,1.0,11.066088688957908,41.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",10,
3,O_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
4,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,4,"(2,3)",,7
5,O_bc0.5,1.0,1.0,12.46460101087197,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
6,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,5
7,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,5
8,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,6
9,O_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",9,
10,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,4
11,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
12,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",,6
13,O_bc0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,lower,2,"(1,2)",,11
14,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,6
15,O_bc0.5,1.0,1.0,12.42784641634072,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",8,
16,O_bc0.5,1.0,1.0,10.4358392792333,40.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",11,
17,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,7
18,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,5
19,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
20,O_bc0.5,1.0,1.0,12.42784641634072,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,shortcut,2,"(2,3)",8,
21,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,5
22,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
23,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,shortcut,2,"(2,3)",,13
24,O_bc0.5,1.0,1.0,8.727942160055825,37.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",14,
25,O_bc0.5,1.0,1.0,9.296742252332283,38.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",12,
26,O_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
27,O_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,2,"(2,3)",9,
28,O_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
29,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
30,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
31,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
32,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
33,O_bc0.5,1.0,1.0,9.268302247718463,38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,lower,2,"(2,3)",13,
34,O_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
35,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
36,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
37,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,6
38,O_bc0.5,1.0,1.0,11.066088688957908,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,shortcut,2,"(2,3)",10,
39,O_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
40,O_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
41,O_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
42,O_bc0.5,1.0,1.0,9.837102339994921,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,shortcut,5,"(2,3)",12,
43,O_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
44,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
45,O_bc0.5,1.0,1.0,9.837102339994921,39.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",12,
46,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
47,O_bc0.5,1.0,1.0,10.4358392792333,40.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",11,
48,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
49,O_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
50,O_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
51,O_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
52,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
53,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
54,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
55,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,5
56,O_bc0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,lower,2,"(1,2)",,7
57,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
58,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
59,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
60,O_bc0.5,1.0,1.0,8.214600076776321,36.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,5,"(1,2)",15,
61,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
62,O_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",9,
63,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,5
64,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,shortcut,2,"(2,3)",,13
65,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
66,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,5
67,O_bc0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,lower,1,"(1,2)",,6
68,O_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
69,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
70,O_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
71,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
72,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,shortcut,2,"(2,3)",,8
73,O_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
74,O_bc0.5,1.0,1.0,6.4053868636300955,32.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,2,"(1,2)",19,
75,O_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",9,
76,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,shortcut,2,"(2,3)",,3
77,O_bc0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,lower,2,"(2,3)",,6
78,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,shortcut,2,"(2,3)",,10
79,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,shortcut,2,"(2,3)",,4
80,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,shortcut,2,"(2,3)",,8
81,O_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
82,O_bc0.5,1.0,1.0,9.268302247718463,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,8,"(2,3)",13,
83,O_bc0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",,5
84,O_bc0.5,1.0,1.0,11.72950912024697,42.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,lower,1,"(1,2)",9,
85,O_bc0.5,1.0,1.0,13.16293830696572,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,shortcut,2,"(2,3)",7,
