group,ep,t,x,y,z,a01_best__f1,a01_best__f2,a01_best__f_min,a01_best__f_mean,a0_best__f1,a0_best__f2,a0_best__f_min,a0_best__f_mean
good,236,54,5.5438,-0.9446,0.5542,-4.13087,-12.28342,-12.28342,-8.20715,-9.23284,-14.70347,-14.70347,-11.96816
good,236,126,4.4352,8.4491,0.5426,-6.84886,-11.69742,-11.69742,-9.27314,-9.03362,-5.10078,-9.03362,-7.06720
good,236,136,2.6098,8.5321,0.4604,-1.98018,-6.32648,-6.32648,-4.15333,-4.16293,-15.83975,-15.83975,-10.00134
good,237,33,2.2777,-0.1054,0.5164,-25.83498,-23.39873,-25.83498,-24.61686,-20.74409,-27.01847,-27.01847,-23.88128
good,237,43,2.4583,0.0074,0.4566,-27.84762,-20.14667,-27.84762,-23.99714,-20.68544,-27.91558,-27.91558,-24.30051
good,237,53,2.5246,0.0117,0.5247,-26.04443,-21.09942,-26.04443,-23.57192,-18.68162,-30.22313,-30.22313,-24.45238
good,237,63,2.5984,-0.0025,0.5695,-27.04810,-19.86403,-27.04810,-23.45607,-22.85388,-29.81153,-29.81153,-26.33270
good,237,73,2.6618,0.0031,0.5560,-26.43152,-20.38078,-26.43152,-23.40615,-21.79696,-28.27095,-28.27095,-25.03396
good,237,83,2.7048,-0.0381,0.5446,-25.92638,-19.63044,-25.92638,-22.77841,-21.30551,-24.86625,-24.86625,-23.08588
good,237,93,2.7765,-0.0840,0.6754,-23.38997,-17.67428,-23.38997,-20.53213,-19.19200,-25.18997,-25.18997,-22.19099
good,237,103,2.8238,-0.0834,0.5805,-24.96035,-19.88991,-24.96035,-22.42513,-20.99656,-21.14874,-21.14874,-21.07265
good,237,113,2.8998,-0.0728,0.5227,-26.20606,-17.92674,-26.20606,-22.06640,-23.38134,-29.44065,-29.44065,-26.41100
good,237,123,2.9521,-0.0384,0.6862,-27.34277,-20.86282,-27.34277,-24.10279,-22.87781,-24.22198,-24.22198,-23.54989
good,237,133,3.0110,-0.0439,0.6547,-27.97363,-21.09427,-27.97363,-24.53395,-21.93058,-23.52997,-23.52997,-22.73028
good,237,143,3.0752,0.0179,0.5675,-25.68015,-18.40011,-25.68015,-22.04013,-20.69604,-22.91401,-22.91401,-21.80503
good,237,153,3.1355,-0.0316,0.6481,-29.15389,-20.85920,-29.15389,-25.00654,-25.03655,-25.85999,-25.85999,-25.44827
good,237,163,3.1903,-0.0216,0.5360,-23.55914,-18.16865,-23.55914,-20.86389,-20.11933,-24.02017,-24.02017,-22.06975
good,237,173,3.2732,-0.0418,0.4696,-27.06024,-18.50062,-27.06024,-22.78043,-21.50252,-21.21480,-21.50252,-21.35866
good,237,183,3.3303,-0.0902,0.5396,-28.53198,-18.87496,-28.53198,-23.70347,-22.94374,-19.44888,-22.94374,-21.19631
good,237,193,3.3975,-0.0778,0.6037,-29.47067,-19.71456,-29.47067,-24.59261,-24.83175,-18.72370,-24.83175,-21.77772
good,237,203,3.4666,-0.0485,0.6280,-26.57937,-19.58550,-26.57937,-23.08244,-26.47344,-18.98092,-26.47344,-22.72718
good,237,213,3.4827,0.0523,0.6297,-31.02725,-19.63522,-31.02725,-25.33124,-26.57812,-19.83630,-26.57812,-23.20721
good,237,223,3.5379,0.1209,0.5551,-29.10386,-18.55463,-29.10386,-23.82925,-21.66185,-22.05072,-22.05072,-21.85629
good,237,233,3.5744,0.0963,0.6007,-28.70939,-16.70318,-28.70939,-22.70629,-23.50788,-21.81610,-23.50788,-22.66199
good,237,243,3.6459,0.0739,0.5309,-31.29343,-18.73667,-31.29343,-25.01505,-22.00933,-20.52484,-22.00933,-21.26709
good,237,253,3.7112,0.0187,0.5774,-29.43777,-21.01925,-29.43777,-25.22851,-24.51357,-21.13030,-24.51357,-22.82193
good,237,263,3.7857,-0.0159,0.5212,-32.88465,-19.83283,-32.88465,-26.35874,-25.18078,-18.16111,-25.18078,-21.67094
good,237,273,3.8633,-0.0164,0.5891,-32.83034,-21.53622,-32.83034,-27.18328,-26.71309,-16.38593,-26.71309,-21.54951
good,237,283,3.9229,-0.0193,0.5102,-29.90044,-20.29419,-29.90044,-25.09731,-26.87868,-17.45284,-26.87868,-22.16576
good,237,293,4.0036,-0.0118,0.5571,-36.35517,-21.34517,-36.35517,-28.85017,-28.23680,-15.58961,-28.23680,-21.91320
good,237,303,4.0677,-0.0093,0.5706,-34.41552,-20.66356,-34.41552,-27.53954,-27.77867,-16.95721,-27.77867,-22.36794
good,237,313,4.1396,-0.0026,0.5856,-38.26654,-22.15628,-38.26654,-30.21141,-27.65120,-16.99438,-27.65120,-22.32279
good,237,323,4.2144,-0.0287,0.5390,-41.92635,-22.66675,-41.92635,-32.29655,-28.64993,-15.89606,-28.64993,-22.27299
good,237,333,4.2739,0.0185,0.5306,-41.18567,-22.60432,-41.18567,-31.89500,-31.42288,-14.97337,-31.42288,-23.19813
good,237,343,4.3492,0.0480,0.5835,-41.49677,-23.24451,-41.49677,-32.37064,-29.41377,-15.07581,-29.41377,-22.24479
good,237,353,4.4131,0.0260,0.6523,-43.22066,-22.98867,-43.22066,-33.10467,-27.11794,-13.21055,-27.11794,-20.16424
good,237,363,4.4808,0.0381,0.5268,-40.83669,-22.09746,-40.83669,-31.46708,-30.20226,-13.75267,-30.20226,-21.97747
good,237,373,4.5258,0.0311,0.5668,-45.23585,-24.58875,-45.23585,-34.91230,-29.76608,-15.21386,-29.76608,-22.48997
good,237,383,4.5811,0.0930,0.6137,-45.64654,-25.72831,-45.64654,-35.68742,-28.24294,-15.59039,-28.24294,-21.91667
good,237,393,4.6506,0.0632,0.6830,-45.06688,-25.48255,-45.06688,-35.27472,-25.86160,-18.76032,-25.86160,-22.31096
good,237,403,4.7226,0.0623,0.5127,-41.97927,-23.12717,-41.97927,-32.55322,-30.32323,-17.57017,-30.32323,-23.94670
good,237,413,4.7984,0.0236,0.5946,-41.57069,-22.79454,-41.57069,-32.18261,-24.44636,-17.00257,-24.44636,-20.72447
good,237,423,4.8731,-0.0554,0.5921,-42.68482,-23.49696,-42.68482,-33.09089,-24.48373,-10.82918,-24.48373,-17.65646
good,237,433,4.9217,-0.0884,0.5867,-42.61715,-22.41844,-42.61715,-32.51779,-26.26023,-12.04064,-26.26023,-19.15044
good,237,443,4.9806,-0.0374,0.5504,-44.76934,-23.05249,-44.76934,-33.91092,-25.37128,-9.47548,-25.37128,-17.42338
good,237,453,5.0414,-0.0049,0.5348,-46.96520,-22.74646,-46.96520,-34.85583,-23.90002,-13.85323,-23.90002,-18.87663
good,237,463,5.1302,-0.0156,0.5858,-42.53349,-23.40223,-42.53349,-32.96786,-27.37447,-13.65250,-27.37447,-20.51349
good,237,473,5.1479,0.0273,0.6494,-42.24978,-21.79704,-42.24978,-32.02341,-22.74134,-15.92488,-22.74134,-19.33311
good,237,483,5.2184,0.0383,0.5444,-46.45208,-22.98383,-46.45208,-34.71795,-20.69592,-18.99993,-20.69592,-19.84793
good,237,493,5.2663,0.0431,0.4581,-44.26463,-24.64484,-44.26463,-34.45473,-20.93026,-16.71727,-20.93026,-18.82376
good,237,503,5.3540,0.0381,0.4746,-43.15287,-23.68920,-43.15287,-33.42103,-24.53002,-13.78469,-24.53002,-19.15735
good,237,513,5.4289,0.0141,0.5332,-45.63051,-20.93951,-45.63051,-33.28501,-21.37063,-11.30268,-21.37063,-16.33666
good,237,523,5.4810,-0.0147,0.6034,-42.66873,-20.89403,-42.66873,-31.78138,-20.25798,-12.05845,-20.25798,-16.15822
good,237,533,5.5429,-0.0298,0.6251,-43.75767,-21.14227,-43.75767,-32.44997,-17.14971,-15.43991,-17.14971,-16.29482
good,237,543,5.5985,-0.0038,0.5498,-43.95932,-17.91832,-43.95932,-30.93882,-19.90230,-17.80519,-19.90230,-18.85374
good,237,624,4.9349,7.7140,0.5730,-13.12372,-11.42112,-13.12372,-12.27242,-24.39279,-17.42359,-24.39279,-20.90819
good,237,634,3.5284,8.5981,0.6084,-9.14825,-13.66473,-13.66473,-11.40649,-20.04059,-22.10470,-22.10470,-21.07264
good,237,644,2.3539,8.8957,0.5157,-13.46491,-12.41184,-13.46491,-12.93838,-24.93142,-19.45382,-24.93142,-22.19262
good,239,23,2.2067,1.1124,0.5466,-8.77092,-17.45774,-17.45774,-13.11433,-0.71066,-16.27165,-16.27165,-8.49116
good,239,33,3.1824,1.0194,0.5463,-7.92595,-18.04178,-18.04178,-12.98387,-7.48773,-20.45369,-20.45369,-13.97071
good,239,43,3.7596,0.9003,0.5970,-9.45904,-19.24256,-19.24256,-14.35080,-7.38294,-22.77137,-22.77137,-15.07715
good,239,53,4.0459,0.8399,0.4982,-16.04878,-19.88325,-19.88325,-17.96601,-11.84731,-21.98519,-21.98519,-16.91625
good,239,63,4.2251,0.7979,0.6500,-13.98252,-20.29674,-20.29674,-17.13963,-10.29258,-23.05659,-23.05659,-16.67458
good,239,73,4.3629,0.8949,0.5323,-20.58507,-16.15979,-20.58507,-18.37243,-11.79724,-23.52244,-23.52244,-17.65984
good,239,83,4.5552,0.7939,0.4781,-15.13077,-22.33219,-22.33219,-18.73148,-9.41183,-23.92304,-23.92304,-16.66743
good,239,93,4.7011,0.7824,0.5262,-20.35067,-19.52398,-20.35067,-19.93733,-15.05372,-24.19596,-24.19596,-19.62484
good,239,103,4.8584,0.7763,0.5450,-22.85902,-22.44210,-22.85902,-22.65056,-6.27579,-24.20664,-24.20664,-15.24122
good,239,113,5.0112,0.6891,0.5591,-26.96715,-24.02537,-26.96715,-25.49626,-12.64680,-21.60166,-21.60166,-17.12423
good,239,123,5.0971,0.7053,0.5390,-27.10091,-22.16748,-27.10091,-24.63420,-10.14741,-21.92586,-21.92586,-16.03663
good,239,133,5.2372,0.7141,0.5621,-24.34096,-18.32936,-24.34096,-21.33516,-9.47088,-25.43118,-25.43118,-17.45103
good,239,143,5.2675,0.8519,0.5469,-17.86223,-20.01771,-20.01771,-18.93997,-7.65072,-20.09042,-20.09042,-13.87057
good,239,229,5.8482,7.9666,0.5524,-9.79453,-11.38421,-11.38421,-10.58937,-6.73064,-18.65938,-18.65938,-12.69501
good,239,239,4.3956,8.1617,0.6385,-12.42498,-9.75478,-12.42498,-11.08988,-15.16238,-24.30738,-24.30738,-19.73488
good,239,249,2.9307,7.9912,0.6115,-21.64102,-14.69521,-21.64102,-18.16811,-14.87586,-11.09902,-14.87586,-12.98744
good,239,712,2.4270,8.4380,0.2666,-60.22062,-59.05581,-60.22062,-59.63821,-83.63649,-63.21819,-83.63649,-73.42734
good,239,722,2.3257,8.4951,0.2689,-56.97399,-45.46022,-56.97399,-51.21710,-61.61123,-49.74398,-61.61123,-55.67760
good,239,732,2.3545,8.5819,0.2666,-63.07146,-61.37872,-63.07146,-62.22509,-91.56917,-54.67866,-91.56917,-73.12392
good,239,742,2.4216,8.5632,0.2669,-64.53274,-78.94819,-78.94819,-71.74046,-74.35674,-77.51063,-77.51063,-75.93369
good,239,752,2.3327,8.5775,0.2669,-55.55936,-52.51754,-55.55936,-54.03845,-79.61446,-69.76958,-79.61446,-74.69202
good,239,762,2.4782,8.5925,0.2671,-52.98147,-54.40221,-54.40221,-53.69184,-70.56333,-69.40927,-70.56333,-69.98630
good,239,772,2.4202,8.6222,0.2679,-71.66665,-54.87583,-71.66665,-63.27124,-89.10023,-81.52273,-89.10023,-85.31148
good,239,782,2.3831,8.5873,0.2668,-63.42396,-59.62564,-63.42396,-61.52480,-97.64272,-87.12360,-97.64272,-92.38316
good,239,792,2.5759,8.6323,0.2665,-49.41850,-42.96665,-49.41850,-46.19257,-81.74106,-55.21025,-81.74106,-68.47565
good,240,23,2.2839,0.9860,0.5391,-9.61618,-15.85102,-15.85102,-12.73360,-6.33360,-17.29365,-17.29365,-11.81363
good,240,33,3.0438,0.8835,0.5547,-5.81226,-12.48053,-12.48053,-9.14639,-11.79222,-20.54319,-20.54319,-16.16770
good,240,43,3.5617,0.8920,0.5672,-9.08231,-12.94223,-12.94223,-11.01227,-10.39401,-15.17540,-15.17540,-12.78470
good,240,53,3.9859,1.0881,0.5511,-3.33477,-9.60079,-9.60079,-6.46778,-9.32547,-18.95083,-18.95083,-14.13815
good,240,63,4.8031,1.0007,0.5263,-4.82701,-12.09266,-12.09266,-8.45984,-5.41641,-15.74487,-15.74487,-10.58064
good,240,73,5.3709,0.9346,0.5407,-8.08070,-13.58177,-13.58177,-10.83123,-3.07228,-16.86531,-16.86531,-9.96880
good,240,153,5.3586,8.8098,0.5022,-5.61704,-2.60742,-5.61704,-4.11223,-17.51770,-2.02011,-17.51770,-9.76890
good,240,163,4.0802,8.4247,0.6217,-15.19937,-7.84171,-15.19937,-11.52054,-0.52149,-18.94927,-18.94927,-9.73538
good,242,23,2.2755,-1.1002,0.5513,-5.64617,-11.36342,-11.36342,-8.50480,-11.20153,-14.28627,-14.28627,-12.74390
good,242,33,3.2288,-1.1572,0.5673,-6.86309,-11.84371,-11.84371,-9.35340,-5.99778,-13.20881,-13.20881,-9.60329
good,242,43,4.2301,-1.2045,0.5107,-1.18061,-9.97315,-9.97315,-5.57688,-2.88456,-13.69530,-13.69530,-8.28993
good,242,53,5.3678,-1.1432,0.5152,-6.28010,-10.51658,-10.51658,-8.39834,-6.36060,-11.15627,-11.15627,-8.75844
good,242,159,4.6023,8.5265,0.4698,-8.28813,-9.66396,-9.66396,-8.97604,-2.38628,-11.06199,-11.06199,-6.72413
good,242,169,3.2386,8.0534,0.4958,-11.92994,-11.33568,-11.92994,-11.63281,-7.74239,-17.90871,-17.90871,-12.82555
good,242,179,2.5073,8.6084,0.5560,-1.96562,-10.52313,-10.52313,-6.24437,-12.12959,-13.90144,-13.90144,-13.01552
good,243,24,2.2030,1.2162,0.5236,-16.32257,-14.64730,-16.32257,-15.48493,-12.75317,-19.29483,-19.29483,-16.02400
good,243,34,2.7460,0.9379,0.5162,-11.31723,-13.93545,-13.93545,-12.62634,-13.80398,-23.40522,-23.40522,-18.60460
good,243,44,2.9827,0.7874,0.5577,-16.24381,-13.84563,-16.24381,-15.04472,-13.79939,-22.61204,-22.61204,-18.20571
good,243,54,3.0971,0.7373,0.5430,-15.78664,-13.76049,-15.78664,-14.77356,-16.18291,-22.07949,-22.07949,-19.13120
good,243,64,3.2259,0.7219,0.5849,-14.15661,-13.31703,-14.15661,-13.73682,-19.14017,-25.56899,-25.56899,-22.35458
good,243,74,3.3783,0.7697,0.5463,-16.66046,-12.77660,-16.66046,-14.71853,-17.87514,-23.65231,-23.65231,-20.76373
good,243,84,3.5007,0.6967,0.5774,-18.07172,-13.63818,-18.07172,-15.85495,-17.98952,-25.33548,-25.33548,-21.66250
good,243,94,3.5912,0.7124,0.6460,-19.03556,-16.13560,-19.03556,-17.58558,-15.82381,-23.10562,-23.10562,-19.46471
good,243,104,3.7180,0.7017,0.5893,-20.89197,-16.27067,-20.89197,-18.58132,-19.09112,-24.21714,-24.21714,-21.65413
good,243,114,3.8359,0.6971,0.5516,-18.47472,-15.56112,-18.47472,-17.01792,-13.98742,-21.46454,-21.46454,-17.72598
good,243,124,3.9669,0.7872,0.5138,-11.34484,-16.23595,-16.23595,-13.79039,-16.14940,-22.33859,-22.33859,-19.24400
good,243,134,4.2629,0.8347,0.5936,-10.51021,-14.46366,-14.46366,-12.48693,-18.10170,-17.46012,-18.10170,-17.78091
good,243,144,4.4122,0.7985,0.6071,-13.06333,-17.03122,-17.03122,-15.04727,-17.89310,-17.51321,-17.89310,-17.70316
good,243,154,4.6771,0.8499,0.5509,-17.58205,-12.55041,-17.58205,-15.06623,-19.82841,-21.61886,-21.61886,-20.72363
good,243,164,4.8929,0.8746,0.5688,-8.79867,-11.36962,-11.36962,-10.08415,-11.24928,-15.56080,-15.56080,-13.40504
good,243,174,5.4847,0.8941,0.5003,-4.98836,-14.32115,-14.32115,-9.65476,-11.99511,-15.79937,-15.79937,-13.89724
good,243,276,4.8278,7.5427,0.5813,-11.23498,-10.78885,-11.23498,-11.01192,-2.27200,-19.53253,-19.53253,-10.90227
good,244,26,2.2773,1.0664,0.5861,-9.75767,-14.20149,-14.20149,-11.97958,-14.43392,-21.08880,-21.08880,-17.76136
good,244,36,2.6631,0.8647,0.5791,-14.96350,-13.64421,-14.96350,-14.30386,-12.11883,-21.97755,-21.97755,-17.04819
good,244,46,2.7899,0.8548,0.5833,-13.38082,-12.09083,-13.38082,-12.73582,-15.83126,-21.75037,-21.75037,-18.79081
good,244,56,2.9495,0.8378,0.5123,-13.28053,-13.76251,-13.76251,-13.52152,-14.33637,-23.00726,-23.00726,-18.67181
good,244,66,3.1193,0.7959,0.5560,-14.02208,-13.08866,-14.02208,-13.55537,-14.97019,-23.79272,-23.79272,-19.38146
good,244,76,3.2587,0.7946,0.5453,-14.41165,-13.08217,-14.41165,-13.74691,-15.34456,-19.74412,-19.74412,-17.54434
good,244,86,3.4120,0.7413,0.5503,-14.60396,-12.98599,-14.60396,-13.79498,-13.35974,-18.61304,-18.61304,-15.98639
good,244,96,3.5800,0.7744,0.5162,-13.98417,-13.65724,-13.98417,-13.82070,-16.04808,-22.54088,-22.54088,-19.29448
good,244,106,3.7060,0.7255,0.5547,-15.88714,-14.26477,-15.88714,-15.07595,-17.56853,-16.13315,-17.56853,-16.85084
good,244,116,3.8276,0.7424,0.6313,-13.82287,-16.06471,-16.06471,-14.94379,-14.13597,-16.86890,-16.86890,-15.50244
good,244,126,3.9053,0.8979,0.5342,-7.54242,-13.12992,-13.12992,-10.33617,-13.23766,-14.98814,-14.98814,-14.11290
good,244,136,4.3002,0.9162,0.5627,-8.40082,-12.74594,-12.74594,-10.57338,-12.50439,-13.76364,-13.76364,-13.13401
good,244,146,4.7806,0.8861,0.5237,-5.47756,-14.99373,-14.99373,-10.23564,-9.14383,-15.30040,-15.30040,-12.22211
good,244,156,5.3354,0.8760,0.4907,-10.60168,-14.89495,-14.89495,-12.74832,-5.87083,-18.51240,-18.51240,-12.19161
good,244,258,5.1905,8.4775,0.7624,-6.95409,-7.85618,-7.85618,-7.40514,1.50023,-11.49626,-11.49626,-4.99802
good,244,268,3.0263,8.5439,0.4649,-10.13957,-8.19888,-10.13957,-9.16923,0.70226,-8.48060,-8.48060,-3.88917
good,245,23,2.2053,1.2265,0.5534,-9.03825,-16.05514,-16.05514,-12.54670,-8.65530,-19.27483,-19.27483,-13.96507
good,245,33,3.3645,1.2638,0.5202,-2.41664,-16.00897,-16.00897,-9.21281,-6.30352,-20.00401,-20.00401,-13.15376
good,245,43,4.3838,1.1516,0.5120,-5.02326,-16.76679,-16.76679,-10.89503,-8.34618,-22.28287,-22.28287,-15.31452
good,245,53,5.2024,1.0588,0.5124,-6.10246,-16.52331,-16.52331,-11.31289,-10.42275,-19.81025,-19.81025,-15.11650
good,245,145,5.4660,8.4140,0.6180,-12.40911,-13.18028,-13.18028,-12.79469,-7.19773,-15.16046,-15.16046,-11.17910
good,245,155,4.1456,7.5012,0.4904,-16.23681,-8.46140,-16.23681,-12.34911,-14.86695,-9.70008,-14.86695,-12.28351
good,245,165,2.8771,8.1357,0.6036,-3.48171,-15.14037,-15.14037,-9.31104,-15.03952,-23.80689,-23.80689,-19.42320
good,245,175,3.3898,8.7377,0.4760,-13.34999,-12.11777,-13.34999,-12.73388,-5.10372,-12.64136,-12.64136,-8.87254
good,246,21,2.2428,-1.2686,0.4910,-9.22633,-12.33332,-12.33332,-10.77983,-12.62573,-14.51762,-14.51762,-13.57167
good,246,31,3.1132,-1.2223,0.5706,-5.98915,-12.40202,-12.40202,-9.19558,-10.67408,-16.00737,-16.00737,-13.34073
good,246,41,4.2426,-1.1447,0.5512,-7.58254,-9.99125,-9.99125,-8.78689,-4.15996,-13.74480,-13.74480,-8.95238
good,246,51,5.1664,-1.0481,0.5713,-3.99058,-10.94878,-10.94878,-7.46968,-8.48531,-12.86324,-12.86324,-10.67428
good,246,138,4.9261,7.6513,0.5280,-9.97920,-15.27207,-15.27207,-12.62563,-15.38642,-15.08646,-15.38642,-15.23644
good,246,148,3.2254,8.2446,0.5503,-7.32301,-8.30059,-8.30059,-7.81180,-21.12441,-14.05331,-21.12441,-17.58886
good,248,23,2.2781,-0.9294,0.5694,-6.93061,-10.54381,-10.54381,-8.73721,-8.43846,-12.42303,-12.42303,-10.43074
good,248,33,3.3762,-0.9105,0.5222,-5.40896,-7.71676,-7.71676,-6.56286,-7.79327,-10.55298,-10.55298,-9.17312
good,248,43,4.2986,-0.9466,0.5462,-3.18591,-9.58328,-9.58328,-6.38459,-7.12711,-12.68026,-12.68026,-9.90368
good,248,53,5.3521,-0.9477,0.5172,-3.35740,-8.35250,-8.35250,-5.85495,-4.60218,-8.91777,-8.91777,-6.75998
good,248,139,4.9377,8.4115,0.4631,-8.02921,-10.16915,-10.16915,-9.09918,-1.41693,-11.57172,-11.57172,-6.49432
good,248,149,3.7462,8.0290,0.5604,-11.93587,-13.19790,-13.19790,-12.56688,-5.73506,-15.23952,-15.23952,-10.48729
good,248,159,2.7435,7.7568,0.6891,-14.37911,-12.68194,-14.37911,-13.53052,-6.85350,-5.83285,-6.85350,-6.34318
good,248,782,2.3745,8.8814,0.2672,-44.85564,-41.51739,-44.85564,-43.18652,-56.17881,-60.26717,-60.26717,-58.22299
good,248,792,2.4876,8.8200,0.2670,-42.92608,-38.73891,-42.92608,-40.83250,-33.67294,-40.58510,-40.58510,-37.12902
good,249,23,2.2320,-1.0609,0.6009,-7.63882,-12.78713,-12.78713,-10.21298,-8.60499,-15.00620,-15.00620,-11.80559
good,249,33,3.1328,-1.2276,0.5048,-3.73841,-11.36019,-11.36019,-7.54930,-8.44912,-13.27461,-13.27461,-10.86186
good,249,43,4.1741,-1.2959,0.4297,-2.80184,-10.97638,-10.97638,-6.88911,-9.17723,-14.26288,-14.26288,-11.72006
good,249,53,5.2727,-1.3646,0.5060,-2.43583,-12.14300,-12.14300,-7.28942,-4.49484,-14.19060,-14.19060,-9.34272
good,249,128,4.5421,7.9278,0.4047,-9.31377,-6.93192,-9.31377,-8.12284,-12.10027,-14.93986,-14.93986,-13.52007
good,249,138,2.7377,8.6219,0.5487,-7.69680,-7.49209,-7.69680,-7.59444,-12.70768,-20.64435,-20.64435,-16.67602
good,250,25,2.2018,0.9526,0.5540,-8.28559,-14.11522,-14.11522,-11.20041,-9.41272,-18.61152,-18.61152,-14.01212
good,250,35,3.2729,0.9579,0.5784,-8.02953,-17.13685,-17.13685,-12.58319,-8.84840,-17.24561,-17.24561,-13.04700
good,250,45,3.9800,0.9255,0.5480,-6.12344,-13.37739,-13.37739,-9.75041,-6.26144,-16.16884,-16.16884,-11.21514
good,250,55,4.5431,0.9551,0.5675,-5.69516,-14.76176,-14.76176,-10.22846,-9.11789,-16.57634,-16.57634,-12.84711
good,250,65,5.2773,0.8643,0.5538,-8.96686,-16.87589,-16.87589,-12.92137,-8.56158,-16.89028,-16.89028,-12.72593
good,250,163,5.6605,7.3145,0.6158,-15.30383,-11.36300,-15.30383,-13.33342,-5.53073,-7.30021,-7.30021,-6.41547
good,250,173,4.2469,7.2600,0.5580,-11.46365,-12.16068,-12.16068,-11.81217,-14.18312,-10.50647,-14.18312,-12.34480
good,251,26,2.2670,0.9727,0.4680,-18.97215,-16.08153,-18.97215,-17.52684,-10.59100,-17.40090,-17.40090,-13.99595
good,251,36,2.5924,0.8147,0.5890,-15.64400,-13.40310,-15.64400,-14.52355,-13.17630,-27.59502,-27.59502,-20.38566
good,251,46,2.7551,0.7700,0.5073,-14.40074,-15.04122,-15.04122,-14.72098,-16.15110,-24.34131,-24.34131,-20.24620
good,251,56,2.8694,0.7500,0.5891,-18.13354,-14.83802,-18.13354,-16.48578,-16.67547,-28.20473,-28.20473,-22.44010
good,251,66,3.0093,0.7316,0.5723,-19.35723,-14.19429,-19.35723,-16.77576,-18.14612,-24.63142,-24.63142,-21.38877
good,251,76,3.1279,0.7548,0.5555,-17.44306,-14.39213,-17.44306,-15.91759,-17.51047,-22.99047,-22.99047,-20.25047
good,251,86,3.2422,0.6745,0.5717,-20.02022,-14.36770,-20.02022,-17.19396,-16.66250,-24.38519,-24.38519,-20.52385
good,251,96,3.3266,0.7331,0.5776,-16.97732,-13.52470,-16.97732,-15.25101,-14.78708,-24.28033,-24.28033,-19.53371
good,251,106,3.3927,0.6980,0.6074,-17.57450,-15.69986,-17.57450,-16.63718,-17.17399,-22.52266,-22.52266,-19.84833
good,251,116,3.4893,0.7225,0.5337,-19.83348,-14.69910,-19.83348,-17.26629,-15.83180,-25.31828,-25.31828,-20.57504
good,251,126,3.5701,0.7040,0.5159,-23.04391,-14.88553,-23.04391,-18.96472,-18.56830,-27.16569,-27.16569,-22.86700
good,251,136,3.6881,0.6854,0.6050,-21.35913,-15.97746,-21.35913,-18.66829,-14.74422,-22.60952,-22.60952,-18.67687
good,251,146,3.7702,0.7614,0.5515,-17.33627,-14.78071,-17.33627,-16.05849,-17.02884,-20.55027,-20.55027,-18.78956
good,251,156,3.9062,0.7556,0.6590,-17.46659,-11.08612,-17.46659,-14.27636,-18.32318,-19.13942,-19.13942,-18.73130
good,251,166,4.0061,0.8058,0.5519,-14.42223,-12.53052,-14.42223,-13.47637,-18.23684,-20.03016,-20.03016,-19.13350
good,251,176,4.1694,0.8606,0.5448,-12.64185,-18.56130,-18.56130,-15.60157,-11.29390,-18.99841,-18.99841,-15.14615
good,251,186,4.3580,0.9144,0.5173,-11.60137,-12.22599,-12.22599,-11.91368,-14.05954,-20.13730,-20.13730,-17.09842
good,251,196,4.7248,1.1040,0.5287,-4.54666,-12.05842,-12.05842,-8.30254,-8.80470,-16.93763,-16.93763,-12.87117
good,251,206,5.4068,1.0071,0.5614,-7.39028,-14.54709,-14.54709,-10.96868,-6.56502,-15.32329,-15.32329,-10.94415
good,251,285,5.1081,7.4346,0.4652,-11.14145,-15.04818,-15.04818,-13.09481,-15.67970,-20.32454,-20.32454,-18.00212
good,251,295,3.5021,7.2021,0.6995,-15.33067,-14.88415,-15.33067,-15.10741,-10.72606,-15.37111,-15.37111,-13.04858
good,251,305,2.4957,7.4841,0.4575,-18.96679,-15.22874,-18.96679,-17.09777,-14.07158,-24.72973,-24.72973,-19.40065
good,253,26,2.2761,-1.0569,0.5902,-10.27831,-10.36075,-10.36075,-10.31953,-11.71042,-15.91204,-15.91204,-13.81123
good,253,36,3.1246,-0.8765,0.6332,-11.46887,-10.21789,-11.46887,-10.84338,-15.78334,-14.45061,-15.78334,-15.11698
good,253,46,3.1680,-0.8782,0.4714,-18.07328,-11.84829,-18.07328,-14.96079,-15.42354,-16.94147,-16.94147,-16.18250
good,253,56,3.3167,-0.8508,0.6040,-12.39656,-9.93142,-12.39656,-11.16399,-13.99019,-14.10368,-14.10368,-14.04694
good,253,66,3.5343,-0.8332,0.5717,-12.75541,-7.33634,-12.75541,-10.04588,-13.80239,-13.91934,-13.91934,-13.86087
good,253,76,3.6572,-0.7911,0.5206,-14.15212,-8.50883,-14.15212,-11.33047,-15.70347,-12.18468,-15.70347,-13.94407
good,253,86,3.8316,-0.7338,0.5818,-15.11876,-10.16353,-15.11876,-12.64115,-13.91872,-12.38719,-13.91872,-13.15296
good,253,96,3.9480,-0.7529,0.5715,-14.76703,-8.80644,-14.76703,-11.78674,-15.47125,-10.93961,-15.47125,-13.20543
good,253,106,4.0530,-0.7174,0.5605,-13.90993,-8.42207,-13.90993,-11.16600,-17.64313,-13.32460,-17.64313,-15.48386
good,253,116,4.1613,-0.7476,0.6548,-17.08044,-9.44785,-17.08044,-13.26414,-15.84141,-9.80809,-15.84141,-12.82475
good,253,126,4.3015,-0.7598,0.5725,-14.26607,-8.36197,-14.26607,-11.31402,-15.67123,-12.00507,-15.67123,-13.83815
